ID,date,temp,maxt,pcp,ws,minh,avgh,light
AWS_779,2014-08-31,23.7,27,0,3.3,,,
AWS_780,2014-08-31,23.6,27.4,0,3.4,,,
AWS_781,2014-08-31,23,25,0,3.7,,,
AWS_782,2014-08-31,17.5,20.1,0,2.6,,,
AWS_792,2014-08-31,22.6,25.7,0,3,,,
AWS_793,2014-08-31,23.7,27.9,0,2.2,,,
AWS_855,2014-08-31,24.8,26.2,0,6.1,,,
AWS_870,2014-08-31,13.4,17.3,0,1.7,,,
AWS_871,2014-08-31,13.2,17.7,0,2.1,,,
AWS_884,2014-08-31,22,25.7,0,3.1,,,
AWS_885,2014-08-31,21.1,24.3,0,3.6,,,
ASOS_184,2015-06-01,20.6,24.8,,2.1,59,77.4,11.1
ASOS_185,2015-06-01,18.6,22.9,,3,63,88,11.2
ASOS_188,2015-06-01,19.4,23.4,,1.7,56,82,11.9
ASOS_189,2015-06-01,20,23.3,,1.3,57,76.8,12
AWS_328,2015-06-01,18.8,22.4,0,1.1,,,
AWS_329,2015-06-01,17.1,24.4,0,1.3,,,
AWS_330,2015-06-01,17.8,23.6,0,1.6,,,
AWS_685,2015-06-01,18.6,24.1,0,2,,,
AWS_724,2015-06-01,19,22.9,0,1.1,,,
AWS_725,2015-06-01,20.6,26,0,1.8,,,
AWS_726,2015-06-01,18.8,21.7,0,2.1,,,
AWS_727,2015-06-01,17.7,23.8,0,1.2,,,
AWS_751,2015-06-01,18.3,25.5,0,1.9,,,
AWS_752,2015-06-01,18.4,23.6,0,2.4,,,
AWS_753,2015-06-01,13.8,21.4,0,0.5,,,
AWS_779,2015-06-01,19.2,23.7,0,1.8,,,
AWS_780,2015-06-01,18.6,23.6,0,1.4,,,
AWS_781,2015-06-01,18.8,23.5,0,2.3,,,
AWS_782,2015-06-01,17.2,21.5,0,2.4,,,
AWS_792,2015-06-01,18.7,24.2,0,1.7,,,
AWS_793,2015-06-01,18.7,22.8,0,2,,,
AWS_855,2015-06-01,19.3,22.2,0,2.5,,,
AWS_870,2015-06-01,14.2,20.2,0,2,,,
AWS_871,2015-06-01,14.1,20.3,0,1.9,,,
AWS_884,2015-06-01,17.6,22.8,0,1.1,,,
AWS_885,2015-06-01,17.9,24.4,0,2.1,,,
ASOS_184,2015-06-02,20.2,21.8,39.9,1.8,75,89.4,0.6
ASOS_185,2015-06-02,19.8,21.8,33.5,4.6,84,94.8,0.1
ASOS_188,2015-06-02,19.8,21.3,38.4,1.7,80,92.3,0.1
ASOS_189,2015-06-02,21.2,22.7,21,1.4,78,89.9,0.3
AWS_328,2015-06-02,20.8,22.8,21.5,1.2,,,
AWS_329,2015-06-02,17.7,22.5,51.5,1,,,
AWS_330,2015-06-02,19.5,22,31.5,1.4,,,
AWS_685,2015-06-02,20.1,22.3,25,1.6,,,
AWS_724,2015-06-02,17.2,18.7,12,2.3,,,
AWS_725,2015-06-02,19.9,22.2,57,1.8,,,
AWS_726,2015-06-02,19.6,20.4,8.5,3.3,,,
AWS_727,2015-06-02,18.4,23.7,55.5,1.1,,,
AWS_751,2015-06-02,18.4,20.8,39,2.3,,,
AWS_752,2015-06-02,19.7,21.8,29.5,2.9,,,
AWS_753,2015-06-02,17,21.3,33.5,1.8,,,
AWS_779,2015-06-02,20.2,23,54,1.9,,,
AWS_780,2015-06-02,20.7,21.9,26.5,1.5,,,
AWS_781,2015-06-02,18.4,20.5,42.5,2.1,,,
AWS_782,2015-06-02,17.3,20.3,62,2.2,,,
AWS_792,2015-06-02,20.3,22.4,28,1.6,,,
AWS_793,2015-06-02,20.4,21.7,20,2.7,,,
AWS_855,2015-06-02,19.8,20.6,18.5,4.2,,,
AWS_870,2015-06-02,15.9,19.1,57.5,2.6,,,
AWS_871,2015-06-02,14.8,16.6,52.5,2.6,,,
AWS_884,2015-06-02,19.3,21,19,1.7,,,
AWS_885,2015-06-02,18.9,20.5,44,2,,,
ASOS_184,2015-06-03,21.4,25.5,1.1,2.5,45,66.3,9.6
ASOS_185,2015-06-03,18.1,21.1,,7.9,65,85,9.7
ASOS_188,2015-06-03,21.3,25.8,0.7,3.8,38,62.4,9.2
ASOS_189,2015-06-03,22.4,28,2.5,1.4,29,68.1,9.7
AWS_328,2015-06-03,22.3,28.3,0.5,2.2,,,
AWS_329,2015-06-03,18.6,23.1,0.5,2.2,,,
AWS_330,2015-06-03,21.2,26.8,0.5,2.3,,,
AWS_685,2015-06-03,21.7,27.8,2,1.7,,,
AWS_724,2015-06-03,18.3,21.1,0,3.8,,,
AWS_725,2015-06-03,19.3,23.6,2,5.7,,,
AWS_726,2015-06-03,19.6,23.2,11.5,6.9,,,
AWS_727,2015-06-03,17.9,22.3,0,3.1,,,
AWS_751,2015-06-03,18.8,22.9,1,3.4,,,
AWS_752,2015-06-03,19.1,22.7,0,4.7,,,
AWS_753,2015-06-03,14.7,19.4,0.5,1.7,,,
AWS_779,2015-06-03,19.6,23.5,0.5,3.4,,,
AWS_780,2015-06-03,23.1,28.4,1,4.7,,,
AWS_781,2015-06-03,19.3,23.4,1.5,5.8,,,
AWS_782,2015-06-03,16.7,20.2,0,5.7,,,
AWS_792,2015-06-03,21.2,26.3,0.5,4.9,,,
AWS_793,2015-06-03,20.4,25.2,0,4.4,,,
AWS_855,2015-06-03,20.6,25,3,6.9,,,
AWS_870,2015-06-03,12.5,17.4,0.5,4.3,,,
AWS_871,2015-06-03,11.6,16.7,0.5,4.1,,,
AWS_884,2015-06-03,20,25.2,2,1.2,,,
AWS_885,2015-06-03,20.7,24.7,0.5,4.9,,,
ASOS_184,2015-06-04,20.6,23.9,,1.8,47,63.1,12.5
ASOS_185,2015-06-04,19.4,22.9,,4.4,43,69.3,13
ASOS_188,2015-06-04,20.7,25.7,,1.9,32,64.3,9.3
ASOS_189,2015-06-04,21.9,26.2,,1.7,33,48.3,12.6
AWS_328,2015-06-04,20.6,24.5,0,1.3,,,
AWS_329,2015-06-04,18.7,24.6,0,1.6,,,
AWS_330,2015-06-04,19.6,25.2,0,1.8,,,
AWS_685,2015-06-04,20.6,25.9,0,2.2,,,
AWS_724,2015-06-04,18.9,24.1,0,1.9,,,
AWS_725,2015-06-04,21.2,26.9,0,2.4,,,
AWS_726,2015-06-04,19.3,23.2,0,3.6,,,
AWS_727,2015-06-04,20,24.4,0,1.7,,,
AWS_751,2015-06-04,19.3,25.1,0,2.3,,,
AWS_752,2015-06-04,20.7,24.6,0,2.9,,,
AWS_753,2015-06-04,15.4,20.4,0,1.3,,,
AWS_779,2015-06-04,19.6,23.2,0,1.8,,,
AWS_780,2015-06-04,21.9,26.4,0,2.3,,,
AWS_781,2015-06-04,19.5,23.9,0,2.8,,,
AWS_782,2015-06-04,17,20.8,0,3.2,,,
AWS_792,2015-06-04,20.7,26.6,0,2.4,,,
AWS_793,2015-06-04,20.8,24.6,0,3.1,,,
AWS_855,2015-06-04,19.8,22.8,0,4.1,,,
AWS_870,2015-06-04,12.3,16.3,0,3.5,,,
AWS_871,2015-06-04,11.9,17.5,0,2.9,,,
AWS_884,2015-06-04,19.9,24.6,0,1.8,,,
AWS_885,2015-06-04,20,24.7,0,2.6,,,
ASOS_184,2015-06-05,17.2,22.2,14.3,1.9,49,83.6,4.1
ASOS_185,2015-06-05,15.5,19.6,16.4,4.1,67,90.3,6.7
ASOS_188,2015-06-05,15.8,19.2,8.3,2.1,74,87.6,2
ASOS_189,2015-06-05,17.6,21.4,8,1.7,55,79.9,3.4
AWS_328,2015-06-05,16.7,20.6,12.5,1.3,,,
AWS_329,2015-06-05,12.7,17.7,16,1.3,,,
AWS_330,2015-06-05,15.2,18.6,10,1.4,,,
AWS_685,2015-06-05,16.1,19.5,9,1.9,,,
AWS_724,2015-06-05,16.9,18.5,4.5,1.7,,,
AWS_725,2015-06-05,16.9,20.4,13.5,2.6,,,
AWS_726,2015-06-05,16.9,19.9,15.5,3.2,,,
AWS_727,2015-06-05,13.8,18.9,15,1.9,,,
AWS_751,2015-06-05,13.6,17.9,14,1.8,,,
AWS_752,2015-06-05,15.6,20.7,16.5,2.3,,,
AWS_753,2015-06-05,9.7,16.2,14,1,,,
AWS_779,2015-06-05,16.5,19.9,16.5,2.4,,,
AWS_780,2015-06-05,16.5,19.8,8,2.5,,,
AWS_781,2015-06-05,15.4,18.9,13,2.3,,,
AWS_782,2015-06-05,11.4,15.2,15,2.2,,,
AWS_792,2015-06-05,15.7,18.4,9,2.4,,,
AWS_793,2015-06-05,17.5,22.7,14,2.2,,,
AWS_855,2015-06-05,17.8,20.9,13,3.4,,,
AWS_870,2015-06-05,7.9,12.2,17.5,2.9,,,
AWS_871,2015-06-05,7.4,11.1,19,3.3,,,
AWS_884,2015-06-05,15.5,18.6,8.5,1.3,,,
AWS_885,2015-06-05,14.1,17.3,9.5,2.9,,,
ASOS_184,2015-06-06,19.9,26.3,,2,51,74.5,13.1
ASOS_185,2015-06-06,18.2,22,,5.2,68,83.1,13.2
ASOS_188,2015-06-06,17.7,22.9,,1.7,63,82.3,12.6
ASOS_189,2015-06-06,18.7,22,,1.3,49,73.5,12.8
AWS_328,2015-06-06,17.9,22.4,0,1.6,,,
AWS_329,2015-06-06,16.7,24.1,0,1.5,,,
AWS_330,2015-06-06,16.7,22,0,1.9,,,
AWS_685,2015-06-06,17.8,22.5,0,2.4,,,
AWS_724,2015-06-06,17.5,19.5,0,3.1,,,
AWS_725,2015-06-06,19.3,24.4,0,2,,,
AWS_726,2015-06-06,19.2,22.2,0,2.7,,,
AWS_727,2015-06-06,17.4,23.5,0,1.4,,,
AWS_751,2015-06-06,17.8,24,0,3.3,,,
AWS_752,2015-06-06,17.4,21.6,0,3.1,,,
AWS_753,2015-06-06,13.7,19.9,0,0.7,,,
AWS_779,2015-06-06,18.4,23.8,0,1.9,,,
AWS_780,2015-06-06,17.7,22.4,0,1.6,,,
AWS_781,2015-06-06,17.7,22.1,0,3.1,,,
AWS_782,2015-06-06,14.9,19.5,0,2.6,,,
AWS_792,2015-06-06,17.4,23,0,1.5,,,
AWS_793,2015-06-06,18.6,22.4,0,3.3,,,
AWS_855,2015-06-06,19,21.2,0,3.7,,,
AWS_870,2015-06-06,12,17,0,2.4,,,
AWS_871,2015-06-06,11.9,17.7,0,2.2,,,
AWS_884,2015-06-06,16.8,20.2,0,1.6,,,
AWS_885,2015-06-06,16,21.2,0,2.1,,,
ASOS_184,2015-06-07,21.7,26,0,1.9,46,68.9,1.3
ASOS_185,2015-06-07,19.9,22.9,,5.1,67,79.4,1.4
ASOS_188,2015-06-07,19.5,22.1,,1.4,76,88.8,0.2
ASOS_189,2015-06-07,20.6,23.4,,2.3,54,76.6,0.2
AWS_328,2015-06-07,20.4,23,0,2.2,,,
AWS_329,2015-06-07,18.1,22.9,0,1.4,,,
AWS_330,2015-06-07,19.3,22.3,0,2.6,,,
AWS_685,2015-06-07,20.2,23.3,0,3,,,
AWS_724,2015-06-07,16.9,18.4,0,4.8,,,
AWS_725,2015-06-07,20.5,24.9,0,1.6,,,
AWS_726,2015-06-07,19.6,20.8,0,4.6,,,
AWS_727,2015-06-07,17.7,23.1,0,1.2,,,
AWS_751,2015-06-07,18.5,21.8,0,2.7,,,
AWS_752,2015-06-07,19.3,22,0,3.4,,,
AWS_753,2015-06-07,13.6,18.9,0,0.4,,,
AWS_779,2015-06-07,20.1,25.2,0,1.8,,,
AWS_780,2015-06-07,20.1,23.8,0,1.9,,,
AWS_781,2015-06-07,19,21.5,0,2.8,,,
AWS_782,2015-06-07,14.7,17.1,0,3.3,,,
AWS_792,2015-06-07,19,22.3,0,1.6,,,
AWS_793,2015-06-07,20.4,23.1,0,4.6,,,
AWS_855,2015-06-07,19.8,21,0,7,,,
AWS_870,2015-06-07,13.3,17.7,0,3.4,,,
AWS_871,2015-06-07,13.3,17.7,0,3.5,,,
AWS_884,2015-06-07,19.1,21.7,0,3.3,,,
AWS_885,2015-06-07,17.4,20.6,0,2,,,
ASOS_184,2015-06-08,20.9,24,4.4,2.4,65,83.1,0
ASOS_185,2015-06-08,19.8,21.8,2.1,5.2,78,93.9,0
ASOS_188,2015-06-08,19.5,20.6,9.7,1.8,89,95.5,0
ASOS_189,2015-06-08,20.4,21.3,2.8,2,75,91.8,0
AWS_328,2015-06-08,20.6,21.6,3.5,1.6,,,
AWS_329,2015-06-08,18.7,22.5,7.5,2.3,,,
AWS_330,2015-06-08,19.6,20.7,5.5,2.1,,,
AWS_685,2015-06-08,20.3,21.6,5,2.1,,,
AWS_724,2015-06-08,17.3,18.2,1.5,4,,,
AWS_725,2015-06-08,20.1,22.5,7.5,2.3,,,
AWS_726,2015-06-08,19.9,20.5,3.5,4,,,
AWS_727,2015-06-08,18.6,22.1,4.5,1.3,,,
AWS_751,2015-06-08,18.4,20,7.5,3,,,
AWS_752,2015-06-08,19.5,20.6,3,3,,,
AWS_753,2015-06-08,16.5,19.2,8,0.9,,,
AWS_779,2015-06-08,20.1,23.9,2,2.1,,,
AWS_780,2015-06-08,20.3,21.4,4.5,2,,,
AWS_781,2015-06-08,18.6,20.6,6.5,3,,,
AWS_782,2015-06-08,16,17.2,22.5,2.7,,,
AWS_792,2015-06-08,19.6,21.5,9,2.1,,,
AWS_793,2015-06-08,20.5,21.7,3.5,3.6,,,
AWS_855,2015-06-08,20,20.7,1,5.7,,,
AWS_870,2015-06-08,13.5,15.3,19,2.8,,,
AWS_871,2015-06-08,13,15.4,11.5,2.7,,,
AWS_884,2015-06-08,19.2,20.3,5.5,2.4,,,
AWS_885,2015-06-08,18.4,19.3,10,2.2,,,
ASOS_184,2015-06-09,21.2,24.2,,1.4,74,86.4,3.4
ASOS_185,2015-06-09,19,21.7,,3.2,86,95.4,4.4
ASOS_188,2015-06-09,20.7,25.9,,1.7,62,85.6,3.9
ASOS_189,2015-06-09,20.4,23.8,,1,77,89.8,3.7
AWS_328,2015-06-09,20.3,24.2,0,0.9,,,
AWS_329,2015-06-09,18.4,23,0,1,,,
AWS_330,2015-06-09,19.3,24.7,0,1.1,,,
AWS_685,2015-06-09,20.4,25.7,0,1.2,,,
AWS_724,2015-06-09,19.7,22.9,0,1.6,,,
AWS_725,2015-06-09,19.9,25.1,0,2.2,,,
AWS_726,2015-06-09,19.3,21.3,0,2.4,,,
AWS_727,2015-06-09,18.7,22.9,0,1.4,,,
AWS_751,2015-06-09,19.3,24,0,1.4,,,
AWS_752,2015-06-09,19.7,24.5,0,1.7,,,
AWS_753,2015-06-09,15.3,20,0,0.5,,,
AWS_779,2015-06-09,20.3,23.8,0,1.8,,,
AWS_780,2015-06-09,20.5,24.3,0,1.4,,,
AWS_781,2015-06-09,19.1,21.6,0,2.1,,,
AWS_782,2015-06-09,17.5,20.9,0,1.7,,,
AWS_792,2015-06-09,20.6,25.8,0,2,,,
AWS_793,2015-06-09,20.6,25.1,0,1.9,,,
AWS_855,2015-06-09,20.1,23.3,0,2.5,,,
AWS_870,2015-06-09,14.9,19.6,0,2.1,,,
AWS_871,2015-06-09,14.2,19.7,0,2.2,,,
AWS_884,2015-06-09,19,22.6,0,0.9,,,
AWS_885,2015-06-09,19.5,24.1,0,1.6,,,
ASOS_184,2015-06-10,22.9,28.9,0,2.1,53,77.5,7.9
ASOS_185,2015-06-10,20.9,24.8,0,4.4,72,87.4,7.9
ASOS_188,2015-06-10,20.6,23.8,0.1,1.7,78,90.1,6.2
ASOS_189,2015-06-10,21.6,24.9,0,1.5,72,85.4,7
AWS_328,2015-06-10,21.4,25.2,0,2.1,,,
AWS_329,2015-06-10,20.6,26.4,0,2.1,,,
AWS_330,2015-06-10,21,26.6,0,2.5,,,
AWS_685,2015-06-10,21.7,26.8,0,2.7,,,
AWS_724,2015-06-10,18.9,21.6,0,2.9,,,
AWS_725,2015-06-10,21.8,26.5,0,1.7,,,
AWS_726,2015-06-10,20.5,22.5,0.5,3.3,,,
AWS_727,2015-06-10,20,25.3,0.5,1.1,,,
AWS_751,2015-06-10,20.3,25.2,1.5,3,,,
AWS_752,2015-06-10,20.8,25.7,0,2.9,,,
AWS_753,2015-06-10,16.2,22.3,0,0.5,,,
AWS_779,2015-06-10,20.9,24.1,0,1.3,,,
AWS_780,2015-06-10,21.1,25.7,0,1.7,,,
AWS_781,2015-06-10,19.8,23.2,0,2.8,,,
AWS_782,2015-06-10,17.4,21.3,5.5,3.3,,,
AWS_792,2015-06-10,20.8,24.9,0.5,1.9,,,
AWS_793,2015-06-10,21,24,0,3.6,,,
AWS_855,2015-06-10,20.5,22,0,4.8,,,
AWS_870,2015-06-10,14.7,19.2,1,4.2,,,
AWS_871,2015-06-10,14.4,18,1,4.8,,,
AWS_884,2015-06-10,20.4,24.9,0.5,2.8,,,
AWS_885,2015-06-10,19.9,24.8,2.5,1.8,,,
ASOS_184,2015-06-11,22.6,26.5,0.9,1.7,76,88.4,0.1
ASOS_185,2015-06-11,20.7,21.8,0,3.8,89,99,0
ASOS_188,2015-06-11,21.3,24.3,1.7,1.9,88,96.8,0
ASOS_189,2015-06-11,21.3,22.4,0,2,95,97.5,0
AWS_328,2015-06-11,22.2,26.5,0,1.1,,,
AWS_329,2015-06-11,21.5,24.9,0,1.2,,,
AWS_330,2015-06-11,22.1,26.7,0,1.7,,,
AWS_685,2015-06-11,22.2,27.5,0,2,,,
AWS_724,2015-06-11,19.4,21,1.5,4.4,,,
AWS_725,2015-06-11,22,24.9,0.5,1.6,,,
AWS_726,2015-06-11,20.5,21,0,2.3,,,
AWS_727,2015-06-11,22,24.9,0,3.1,,,
AWS_751,2015-06-11,22,24.2,1.5,2.1,,,
AWS_752,2015-06-11,20.6,23.1,0,1.5,,,
AWS_753,2015-06-11,19,20.7,0.5,4.4,,,
AWS_779,2015-06-11,22.8,25.4,0.5,2.5,,,
AWS_780,2015-06-11,21.1,21.9,2,2.3,,,
AWS_781,2015-06-11,20.9,23.7,1.5,1.7,,,
AWS_782,2015-06-11,20,22.1,5,1.8,,,
AWS_792,2015-06-11,21.3,24.4,2.5,2.1,,,
AWS_793,2015-06-11,21.4,22.8,0,1.7,,,
AWS_855,2015-06-11,20.7,22.4,0,2.3,,,
AWS_870,2015-06-11,16.7,19.4,3.5,4.8,,,
AWS_871,2015-06-11,14.9,16.2,3,5.2,,,
AWS_884,2015-06-11,20.9,24.9,0.5,1.8,,,
AWS_885,2015-06-11,20.8,23,4,1.8,,,
ASOS_184,2015-06-12,26,30.6,,2.4,43,60.8,11.3
ASOS_185,2015-06-12,21.6,25.4,,3.6,65,89.3,10.9
ASOS_188,2015-06-12,22.9,28.5,,2.2,48,82,11.5
ASOS_189,2015-06-12,22.3,26.4,,1.8,71,88.5,10.8
AWS_328,2015-06-12,22.7,31,0,1,,,
AWS_329,2015-06-12,24.9,29.7,0,2.1,,,
AWS_330,2015-06-12,24,29.7,0,1.7,,,
AWS_685,2015-06-12,23.8,30.7,0,1.7,,,
AWS_724,2015-06-12,22.1,25.3,0,4.4,,,
AWS_725,2015-06-12,24.1,31.4,0,1.5,,,
AWS_726,2015-06-12,21.8,24.7,0,2.5,,,
AWS_727,2015-06-12,24.9,29.2,0,2.8,,,
AWS_751,2015-06-12,23.8,28.7,0,2.2,,,
AWS_752,2015-06-12,22.6,28.1,0,1.4,,,
AWS_753,2015-06-12,20.1,24,0,2.8,,,
AWS_779,2015-06-12,24.3,29.7,0,2.6,,,
AWS_780,2015-06-12,22.4,26.6,0,2.5,,,
AWS_781,2015-06-12,22.2,26.1,0,1.6,,,
AWS_782,2015-06-12,23.1,26.7,0,2.8,,,
AWS_792,2015-06-12,24.4,30.9,0,2.5,,,
AWS_793,2015-06-12,23,27.8,0,1.6,,,
AWS_855,2015-06-12,22,25.3,0,1.6,,,
AWS_870,2015-06-12,17.3,20.9,0,4.4,,,
AWS_871,2015-06-12,14.7,19.1,0,4,,,
AWS_884,2015-06-12,22.6,28.4,0,1.6,,,
AWS_885,2015-06-12,23,28.8,0,2.7,,,
ASOS_184,2015-06-13,24.1,28.7,,1.8,43,67.1,1.8
ASOS_185,2015-06-13,21.8,25.5,,6,65,87.1,1.7
ASOS_188,2015-06-13,21.8,28.3,,3.6,66,85.3,4.5
ASOS_189,2015-06-13,23.2,26.8,0,1.4,61,80.6,3.6
AWS_328,2015-06-13,22.2,27.2,0,1.4,,,
AWS_329,2015-06-13,21.7,27.8,0,1.7,,,
AWS_330,2015-06-13,21.4,26.7,1,1.6,,,
AWS_685,2015-06-13,23,28.4,0.5,1.8,,,
AWS_724,2015-06-13,22.2,24.8,0,4.6,,,
AWS_725,2015-06-13,21.5,27.8,0,2.5,,,
AWS_726,2015-06-13,21.3,24.3,0,3.8,,,
AWS_727,2015-06-13,22.3,28.3,0,4.7,,,
AWS_751,2015-06-13,21.1,28.1,0,3.9,,,
AWS_752,2015-06-13,21,25.4,0,3.1,,,
AWS_753,2015-06-13,18.7,24,0,2,,,
AWS_779,2015-06-13,23.6,29.1,0,4.2,,,
AWS_780,2015-06-13,22,25.7,0,2.3,,,
AWS_781,2015-06-13,21.9,28.1,0,3.5,,,
AWS_782,2015-06-13,19.2,24.6,0,3.2,,,
AWS_792,2015-06-13,22.4,28.2,0,3.3,,,
AWS_793,2015-06-13,21.8,26.3,0,2.7,,,
AWS_855,2015-06-13,21.1,24.1,0,3.9,,,
AWS_870,2015-06-13,16.3,20.8,0,3.9,,,
AWS_871,2015-06-13,14,18.2,0,2.8,,,
AWS_884,2015-06-13,21.8,26.4,0,1.4,,,
AWS_885,2015-06-13,21.3,26.8,1,3.8,,,
ASOS_184,2015-06-14,22.9,25.4,,1.4,74,82.9,5.1
ASOS_185,2015-06-14,21.6,23.7,,5.2,81,93.6,5
ASOS_188,2015-06-14,21.3,26.6,,2.9,67,94.3,5
ASOS_189,2015-06-14,21.9,25.5,0,1.3,75,93.3,5.5
AWS_328,2015-06-14,22,25.2,0,0.8,,,
AWS_329,2015-06-14,21.2,27.2,0,1.3,,,
AWS_330,2015-06-14,21.7,26.1,0,0.9,,,
AWS_685,2015-06-14,22.5,27,0,1.3,,,
AWS_724,2015-06-14,19.4,21.9,0,2.7,,,
AWS_725,2015-06-14,22.1,26.5,0,2.1,,,
AWS_726,2015-06-14,21,23.7,0,2.7,,,
AWS_727,2015-06-14,22.5,27.2,0,3.1,,,
AWS_751,2015-06-14,22,27.5,0,2.5,,,
AWS_752,2015-06-14,21.4,24.6,0,2.7,,,
AWS_753,2015-06-14,19.5,24.2,0,2.6,,,
AWS_779,2015-06-14,23.9,28.8,0,3.3,,,
AWS_780,2015-06-14,21.7,24.7,0,1.9,,,
AWS_781,2015-06-14,22.4,28.3,0,2.9,,,
AWS_782,2015-06-14,19.1,23.5,0,1.3,,,
AWS_792,2015-06-14,21.9,26.5,0,2.5,,,
AWS_793,2015-06-14,21.8,25.2,0,2.5,,,
AWS_855,2015-06-14,20.6,23.2,0,3.1,,,
AWS_870,2015-06-14,17.4,21.4,0,3.5,,,
AWS_871,2015-06-14,14.6,19,0,2.7,,,
AWS_884,2015-06-14,21.4,25.2,0.5,1.2,,,
AWS_885,2015-06-14,20.9,24.7,0.5,2.5,,,
ASOS_184,2015-06-15,22.8,25.3,0,2,68,80.5,2
ASOS_185,2015-06-15,20.6,22.7,0,2.9,81,92.5,2.9
ASOS_188,2015-06-15,21.5,25,,2.5,73,88.3,2.3
ASOS_189,2015-06-15,22.1,25,0,2.1,73,87.5,4.1
AWS_328,2015-06-15,22.2,24.5,0,1.2,,,
AWS_329,2015-06-15,19.3,23.7,0,1.2,,,
AWS_330,2015-06-15,20.9,23.9,0,1.8,,,
AWS_685,2015-06-15,22.2,25.8,0,2.5,,,
AWS_724,2015-06-15,21.3,23.1,0,2.5,,,
AWS_725,2015-06-15,22,26,0,1.8,,,
AWS_726,2015-06-15,21,22.7,0,1.9,,,
AWS_727,2015-06-15,21.7,26.5,0,2.3,,,
AWS_751,2015-06-15,20.3,23.3,0,1.5,,,
AWS_752,2015-06-15,20.2,23.2,0,1.4,,,
AWS_753,2015-06-15,19.7,23.4,0,1.9,,,
AWS_779,2015-06-15,22.3,26.1,0,2.7,,,
AWS_780,2015-06-15,21.5,24.1,0,2.7,,,
AWS_781,2015-06-15,20.6,24.7,0,2,,,
AWS_782,2015-06-15,19.4,24.3,0,1.4,,,
AWS_792,2015-06-15,21.9,25.5,0,2.8,,,
AWS_793,2015-06-15,21.8,24.2,0,1.6,,,
AWS_855,2015-06-15,21.1,23.3,0,1.6,,,
AWS_870,2015-06-15,18.2,21.8,0,2.4,,,
AWS_871,2015-06-15,15.6,19.4,0,2.5,,,
AWS_884,2015-06-15,20.8,23.3,0,2.1,,,
AWS_885,2015-06-15,20,23.6,0,2,,,
ASOS_184,2015-06-16,22.2,25.3,0.7,2.6,72,85,4
ASOS_185,2015-06-16,20.4,24.2,2.7,2.9,83,92.9,3.3
ASOS_188,2015-06-16,20.3,24.4,2.7,1.5,75,89.3,2.8
ASOS_189,2015-06-16,20.4,22.1,2.1,1.1,83,92.4,0.8
AWS_328,2015-06-16,20.7,25.3,3,1.5,,,
AWS_329,2015-06-16,18.3,23,2,1.4,,,
AWS_330,2015-06-16,19.5,23.6,2,1.4,,,
AWS_685,2015-06-16,20.1,23.6,3,,,,
AWS_724,2015-06-16,20.1,22.5,0.5,2.4,,,
AWS_725,2015-06-16,21.2,26,1,2.2,,,
AWS_726,2015-06-16,19.6,21.8,3.5,2.6,,,
AWS_727,2015-06-16,19.1,23.7,2.5,1.2,,,
AWS_751,2015-06-16,19.2,23.2,1.5,2,,,
AWS_752,2015-06-16,19.4,23,4.5,2.6,,,
AWS_753,2015-06-16,15,18.8,4,0.7,,,
AWS_779,2015-06-16,21.1,23.6,2,1.2,,,
AWS_780,2015-06-16,20.6,23.3,2.5,1.7,,,
AWS_781,2015-06-16,19.8,22,1,2.4,,,
AWS_782,2015-06-16,16.9,20.1,4.5,1.4,,,
AWS_792,2015-06-16,20.4,24.1,3,1.7,,,
AWS_793,2015-06-16,20.8,23.6,3,2.1,,,
AWS_855,2015-06-16,20,22.7,2.5,2.8,,,
AWS_870,2015-06-16,13.7,18.1,6,2.2,,,
AWS_871,2015-06-16,13,18.7,7.5,1.9,,,
AWS_884,2015-06-16,19.3,21.5,2.5,1.2,,,
AWS_885,2015-06-16,19.1,22.6,2,1.6,,,
ASOS_184,2015-06-17,20.6,21.6,15.4,2,77,88.5,0
ASOS_185,2015-06-17,18.2,19.7,24.9,3.3,88,97.1,0
ASOS_188,2015-06-17,19,20.3,22.1,1.8,87,94.1,0
ASOS_189,2015-06-17,19.5,20.6,28.2,2.5,88,92.1,0
AWS_328,2015-06-17,19.5,21,26,1.8,,,
AWS_329,2015-06-17,17,18,21,2.2,,,
AWS_330,2015-06-17,18.4,19.6,23.5,2.5,,,
AWS_685,2015-06-17,19.1,20.2,22.5,2.7,,,
AWS_724,2015-06-17,18.2,19.9,2,2.9,,,
AWS_725,2015-06-17,19.4,20.6,15.5,2.3,,,
AWS_726,2015-06-17,19,20.1,36,4.5,,,
AWS_727,2015-06-17,17.3,19.4,28.5,0.9,,,
AWS_751,2015-06-17,17.8,18.9,21.5,2.7,,,
AWS_752,2015-06-17,18,19,25,1.7,,,
AWS_753,2015-06-17,14.7,17.1,25,0.5,,,
AWS_779,2015-06-17,19.4,21.4,28,1.1,,,
AWS_780,2015-06-17,19.4,21.3,28.5,1.8,,,
AWS_781,2015-06-17,18.6,19.7,13,2.9,,,
AWS_782,2015-06-17,14.8,16.4,34,2.3,,,
AWS_792,2015-06-17,19.2,21.5,29,1.8,,,
AWS_793,2015-06-17,19.2,21,29.5,3.7,,,
AWS_855,2015-06-17,19.1,20.5,20.5,6.5,,,
AWS_870,2015-06-17,12.1,14.8,38,2.7,,,
AWS_871,2015-06-17,12.9,15.7,36.5,2.9,,,
