ID,date,temp,maxt,pcp,ws,minh,avgh,light
ASOS_184,2014-06-01,22.4,25,0.1,1.8,37,65,3.5
ASOS_185,2014-06-01,21.4,25.3,0,6,41,80,3.3
ASOS_188,2014-06-01,20.3,23.9,0,2.5,64,89,4.4
ASOS_189,2014-06-01,22.3,24.8,0,1.3,42,75,4.8
AWS_328,2014-06-01,22.4,25.7,0,1.3,,,
AWS_329,2014-06-01,22.4,25.7,0,1.3,,,
AWS_330,2014-06-01,20.7,25.1,0,2.4,,,
AWS_685,2014-06-01,21.3,26,0,2.5,,,
AWS_724,2014-06-01,19.4,21,0,2.2,,,
AWS_725,2014-06-01,20.9,24.2,0,2,,,
AWS_726,2014-06-01,20.9,22.8,0,3.6,,,
AWS_727,2014-06-01,22.5,28.7,0,2.5,,,
AWS_751,2014-06-01,21.5,26,0,3.9,,,
AWS_752,2014-06-01,21.4,25.3,0,3.9,,,
AWS_753,2014-06-01,17.6,23.7,0,2.1,,,
AWS_779,2014-06-01,22.8,29.8,0,2.4,,,
AWS_780,2014-06-01,20.4,23.8,0,1.2,,,
AWS_781,2014-06-01,21,25.8,0,3.3,,,
AWS_782,2014-06-01,19.4,23.4,0,4.7,,,
AWS_792,2014-06-01,20.4,26,0,2.2,,,
AWS_793,2014-06-01,21,23.1,0,4.1,,,
AWS_855,2014-06-01,20.9,21.8,0,5.2,,,
AWS_870,2014-06-01,14.2,19.1,0,5.9,,,
AWS_871,2014-06-01,12.9,17,0,4.7,,,
AWS_884,2014-06-01,20.5,24.1,0,1.8,,,
AWS_885,2014-06-01,20,24.8,0,2.4,,,
ASOS_184,2014-06-02,22.7,24.9,2.4,6.5,55,67.8,3.3
ASOS_185,2014-06-02,19.6,21.4,9.9,13.4,80,92.8,3.4
ASOS_188,2014-06-02,19.6,21.1,77.3,7,83,91.1,0
ASOS_189,2014-06-02,19.5,22.1,191,3.5,89,93.6,0
AWS_328,2014-06-02,20.7,23,98,2.3,,,
AWS_329,2014-06-02,20.7,23,98,2.3,,,
AWS_330,2014-06-02,17.9,20.2,93,4.7,,,
AWS_685,2014-06-02,18.5,21.1,135.5,4.2,,,
AWS_724,2014-06-02,19.3,20.3,10.5,11.9,,,
AWS_725,2014-06-02,20,21.7,45.5,5.5,,,
AWS_726,2014-06-02,19.4,20.9,62.5,8.4,,,
AWS_727,2014-06-02,20.3,23.2,4,10.4,,,
AWS_751,2014-06-02,17.5,19.8,51.5,7.3,,,
AWS_752,2014-06-02,18.5,20.3,33.5,8.6,,,
AWS_753,2014-06-02,15.9,17.3,67.5,6.4,,,
AWS_779,2014-06-02,22.1,24.9,2.5,9.5,,,
AWS_780,2014-06-02,19.3,21.4,201,3.5,,,
AWS_781,2014-06-02,19.3,21.1,37.5,8.2,,,
AWS_782,2014-06-02,15,17.2,148,7.8,,,
AWS_792,2014-06-02,19.7,21.9,123.5,3.9,,,
AWS_793,2014-06-02,19.3,21.3,49,8.7,,,
AWS_855,2014-06-02,19.7,21.1,15,12.1,,,
AWS_870,2014-06-02,11.1,13.3,201,8.6,,,
AWS_871,2014-06-02,10.2,12.1,210.5,8.2,,,
AWS_884,2014-06-02,18,20.3,139.5,4.9,,,
AWS_885,2014-06-02,17.6,19.7,207.5,4.4,,,
ASOS_184,2014-06-03,20.6,25.1,0,2.5,53,85.5,0.5
ASOS_185,2014-06-03,18.5,19.7,0.8,5.1,91,97.4,0
ASOS_188,2014-06-03,19.1,20.1,4.7,3.6,89,96.1,0
ASOS_189,2014-06-03,19.5,21.4,5,2.1,89,94.8,0.1
AWS_328,2014-06-03,20.2,22.1,2.5,0.9,,,
AWS_329,2014-06-03,20.2,22.1,2.5,0.9,,,
AWS_330,2014-06-03,17.7,20.7,12,1.5,,,
AWS_685,2014-06-03,18.5,21.9,4.5,1.4,,,
AWS_724,2014-06-03,19.4,20.8,1.5,3.1,,,
AWS_725,2014-06-03,19.6,21,2,3.2,,,
AWS_726,2014-06-03,19,20.6,0.5,3.9,,,
AWS_727,2014-06-03,17.9,21.1,3.5,3.5,,,
AWS_751,2014-06-03,18,20.3,20,4.1,,,
AWS_752,2014-06-03,17.6,19.5,6.5,3,,,
AWS_753,2014-06-03,15.4,18.8,5.5,2.1,,,
AWS_779,2014-06-03,19.9,23.3,1,3.3,,,
AWS_780,2014-06-03,19.1,20.1,6,2.3,,,
AWS_781,2014-06-03,19.4,21.4,1,3.9,,,
AWS_782,2014-06-03,15.5,17.3,39.5,4.2,,,
AWS_792,2014-06-03,18.9,20.6,5,2.8,,,
AWS_793,2014-06-03,19,20.8,0.5,2.4,,,
AWS_855,2014-06-03,19.2,19.8,0.5,4.1,,,
AWS_870,2014-06-03,12,12.9,39,5.7,,,
AWS_871,2014-06-03,10.9,11.8,32.5,7.2,,,
AWS_884,2014-06-03,18,20.6,5,1.1,,,
AWS_885,2014-06-03,17.9,19.1,29.5,2.5,,,
ASOS_184,2014-06-04,19.6,20.5,0.5,2.6,82,87.8,0
ASOS_185,2014-06-04,19.2,22.2,0,3.4,76,89.8,3.9
ASOS_188,2014-06-04,18.8,20.8,0.9,3,88,93.1,0
ASOS_189,2014-06-04,20,21.9,0.5,2.6,76,88,2.6
AWS_328,2014-06-04,21,24.2,0,1.1,,,
AWS_329,2014-06-04,21,24.2,0,1.1,,,
AWS_330,2014-06-04,18.5,22.9,0,2.1,,,
AWS_685,2014-06-04,18.8,22.9,1.5,2.6,,,
AWS_724,2014-06-04,18.7,19.8,7,3.6,,,
AWS_725,2014-06-04,19,21.7,14,3.6,,,
AWS_726,2014-06-04,19.8,21.7,0,3.5,,,
AWS_727,2014-06-04,17.5,23.1,2,2.2,,,
AWS_751,2014-06-04,16.7,18,1.5,3.1,,,
AWS_752,2014-06-04,18.4,21.2,0,1.5,,,
AWS_753,2014-06-04,14.6,19.3,6.5,2,,,
AWS_779,2014-06-04,19.9,23.9,0,3.4,,,
AWS_780,2014-06-04,19.4,23.2,0.5,2.8,,,
AWS_781,2014-06-04,18.3,19.6,10.5,3.2,,,
AWS_782,2014-06-04,15.4,17.7,17,2.5,,,
AWS_792,2014-06-04,18.4,20.7,1,3,,,
AWS_793,2014-06-04,20.1,22.6,0,2.5,,,
AWS_855,2014-06-04,20.3,21.8,0,5.5,,,
AWS_870,2014-06-04,12.1,15.4,23,3.5,,,
AWS_871,2014-06-04,11.3,14.2,9,4.6,,,
AWS_884,2014-06-04,17.8,20.7,2,2.9,,,
AWS_885,2014-06-04,18.1,20.9,2,3.2,,,
ASOS_184,2014-06-05,20.9,24,0,2.1,64,82.8,3.1
ASOS_185,2014-06-05,20.3,24.3,0,5.2,73,88.4,11.6
ASOS_188,2014-06-05,20.9,24.8,1.4,3.3,63,81.1,5.8
ASOS_189,2014-06-05,20.9,23.4,0,2.6,72,85,5.7
AWS_328,2014-06-05,21.7,25.5,0,0.7,,,
AWS_329,2014-06-05,21.7,25.5,0,0.7,,,
AWS_330,2014-06-05,19,21.9,0,1.4,,,
AWS_685,2014-06-05,20.5,23.3,0,1.8,,,
AWS_724,2014-06-05,20.1,22.7,0,1.9,,,
AWS_725,2014-06-05,20.3,23.2,0,3.2,,,
AWS_726,2014-06-05,20.2,21.9,0,4.1,,,
AWS_727,2014-06-05,18.8,23,1,2.4,,,
AWS_751,2014-06-05,18.8,22.2,3.5,2.3,,,
AWS_752,2014-06-05,20,24.4,0,2.3,,,
AWS_753,2014-06-05,14.6,17.5,6.5,2,,,
AWS_779,2014-06-05,20.6,23.7,0,2.9,,,
AWS_780,2014-06-05,20.5,24.5,0.5,2.8,,,
AWS_781,2014-06-05,19.8,22.4,0,2.6,,,
AWS_782,2014-06-05,16.1,18.8,10.5,3.4,,,
AWS_792,2014-06-05,20.4,24.8,2.5,2.9,,,
AWS_793,2014-06-05,21.1,25.1,0,2,,,
AWS_855,2014-06-05,20.6,23.3,0,4.4,,,
AWS_870,2014-06-05,11.7,12.9,8,2.4,,,
AWS_871,2014-06-05,10.9,12,4,3.8,,,
AWS_884,2014-06-05,19.1,21.4,0,2,,,
AWS_885,2014-06-05,19.5,23.4,1.5,3,,,
ASOS_184,2014-06-06,20.9,23.7,0,2.1,71,84.9,8
ASOS_185,2014-06-06,19.6,21.8,0,2,81,91.5,9.3
ASOS_188,2014-06-06,20.2,23.6,0,1.5,72,86.4,6.8
ASOS_189,2014-06-06,20.6,22.8,0,1.1,74,86.3,2.2
AWS_328,2014-06-06,20.6,23.9,0,0.5,,,
AWS_329,2014-06-06,20.6,23.9,0,0.5,,,
AWS_330,2014-06-06,17.8,20.9,0,1.2,,,
AWS_685,2014-06-06,19.2,22.4,0,1.5,,,
AWS_724,2014-06-06,20.1,22.8,0,1.3,,,
AWS_725,2014-06-06,20.8,24.5,0,1.1,,,
AWS_726,2014-06-06,19.9,21.8,0,1.8,,,
AWS_727,2014-06-06,18.2,22.6,0,1.3,,,
AWS_751,2014-06-06,18.9,23.3,0,1.5,,,
AWS_752,2014-06-06,18.3,21.6,0,1.4,,,
AWS_753,2014-06-06,14.3,18.1,0,0.9,,,
AWS_779,2014-06-06,20.2,23.1,0,1.6,,,
AWS_780,2014-06-06,19.5,22.7,0,1.4,,,
AWS_781,2014-06-06,20.4,23.7,0,2,,,
AWS_782,2014-06-06,16.3,18.8,0,1.2,,,
AWS_792,2014-06-06,19.8,24.7,0,1.2,,,
AWS_793,2014-06-06,19.9,22.9,0,1.6,,,
AWS_855,2014-06-06,20.3,22.8,0,1.9,,,
AWS_870,2014-06-06,11.3,15.1,0,1.8,,,
AWS_871,2014-06-06,11.5,15.3,0,2.8,,,
AWS_884,2014-06-06,18.2,20.1,0,1,,,
AWS_885,2014-06-06,18.5,21.3,0.5,1.5,,,
ASOS_184,2014-06-07,20.6,22.9,0,1.9,73,80.3,5.9
ASOS_185,2014-06-07,20,24.1,0,2.6,72,86.3,6.4
ASOS_188,2014-06-07,19.8,23.7,0,1.7,69,85,5.5
ASOS_189,2014-06-07,20.4,22.9,0,1.1,68,82.6,1.7
AWS_328,2014-06-07,20.3,23.9,0,0.5,,,
AWS_329,2014-06-07,20.3,23.9,0,0.5,,,
AWS_330,2014-06-07,18.2,22.8,1,1.1,,,
AWS_685,2014-06-07,18.9,22.7,0,1.4,,,
AWS_724,2014-06-07,20.7,22.9,0,1.3,,,
AWS_725,2014-06-07,20.3,23.7,0,1.2,,,
AWS_726,2014-06-07,20.5,22.7,0,1.4,,,
AWS_727,2014-06-07,17.3,21.4,1.5,1.1,,,
AWS_751,2014-06-07,18.3,22.7,0.5,1.2,,,
AWS_752,2014-06-07,18.2,21.9,0,1.2,,,
AWS_753,2014-06-07,13.4,17.2,4.5,0.5,,,
AWS_779,2014-06-07,20.1,24.1,0,1.4,,,
AWS_780,2014-06-07,19.5,22.6,0,1.3,,,
AWS_781,2014-06-07,19.3,23,0,1.6,,,
AWS_782,2014-06-07,15.8,18.7,2,1.1,,,
AWS_792,2014-06-07,19.4,23.6,0,1.3,,,
AWS_793,2014-06-07,19.8,23.3,0,1.3,,,
AWS_855,2014-06-07,21,23.6,0,1.4,,,
AWS_870,2014-06-07,11,14.4,1,1.1,,,
AWS_871,2014-06-07,11.5,15.4,1.5,1.5,,,
AWS_884,2014-06-07,18.1,21,0,0.9,,,
AWS_885,2014-06-07,18,22.6,0.5,1.6,,,
ASOS_184,2014-06-08,20.9,23.2,0,2.6,62,76.3,9
ASOS_185,2014-06-08,19.5,23.1,0,2.2,70,86.9,2.1
ASOS_188,2014-06-08,19.8,23.5,0,2,68,83.9,7.9
ASOS_189,2014-06-08,20.6,23.7,0,1.1,70,82.5,4.5
AWS_328,2014-06-08,20.7,23.8,0,0.4,,,
AWS_329,2014-06-08,20.7,23.8,0,0.4,,,
AWS_330,2014-06-08,18,21.7,0,1.1,,,
AWS_685,2014-06-08,19,22.5,0,1.4,,,
AWS_724,2014-06-08,20.5,23.2,0,1.4,,,
AWS_725,2014-06-08,20.2,23.1,0,1.7,,,
AWS_726,2014-06-08,20.3,22.7,0,1.3,,,
AWS_727,2014-06-08,17.4,21.4,0,1.5,,,
AWS_751,2014-06-08,18.6,21.7,0,1.4,,,
AWS_752,2014-06-08,18.5,22,0,1.6,,,
AWS_753,2014-06-08,13.3,17.6,0,0.9,,,
AWS_779,2014-06-08,20.2,24.3,0,1.6,,,
AWS_780,2014-06-08,20.3,24.4,0,2.1,,,
AWS_781,2014-06-08,19,21.7,0,1.3,,,
AWS_782,2014-06-08,15.7,18.8,0,1.8,,,
AWS_792,2014-06-08,19.6,23.3,0,2.2,,,
AWS_793,2014-06-08,19.5,22.7,0,1.2,,,
AWS_855,2014-06-08,20.5,22.3,0,1.4,,,
AWS_870,2014-06-08,11.1,15.2,1,1.3,,,
AWS_871,2014-06-08,11,15,0,1.6,,,
AWS_884,2014-06-08,18.4,20.8,0,1,,,
AWS_885,2014-06-08,18.9,22.9,0,2.3,,,
ASOS_184,2014-06-09,21.2,23.9,0,3.3,66,79.5,3.7
ASOS_185,2014-06-09,20.5,24.5,0,2.9,73,84.8,5.2
ASOS_188,2014-06-09,20.4,22.5,0,2.9,79,88.4,0.2
ASOS_189,2014-06-09,21.4,24.7,0,2.6,71,82.1,6.2
AWS_328,2014-06-09,22.1,24.9,0,1,,,
AWS_329,2014-06-09,22.1,24.9,0,1,,,
AWS_330,2014-06-09,19.4,22.5,0,2,,,
AWS_685,2014-06-09,20.1,23.7,0,2.7,,,
AWS_724,2014-06-09,19.9,21.4,0,2.8,,,
AWS_725,2014-06-09,20.8,23.6,0,3.3,,,
AWS_726,2014-06-09,20.5,22.9,0,3.5,,,
AWS_727,2014-06-09,18.1,22,0,1.3,,,
AWS_751,2014-06-09,17.7,19.4,0,2.2,,,
AWS_752,2014-06-09,18.8,22.4,0,1.6,,,
AWS_753,2014-06-09,14.4,18.8,0,0.9,,,
AWS_779,2014-06-09,20.8,25.5,0,1.9,,,
AWS_780,2014-06-09,20.6,23.8,0,2.6,,,
AWS_781,2014-06-09,19.7,21.6,0,3.2,,,
AWS_782,2014-06-09,15.3,17.2,0,1.9,,,
AWS_792,2014-06-09,19.7,21.7,0,3,,,
AWS_793,2014-06-09,20.6,24,0,2.7,,,
AWS_855,2014-06-09,20.8,22.8,0,4.8,,,
AWS_870,2014-06-09,11.4,16.6,0,2,,,
AWS_871,2014-06-09,12.4,18.1,0,2.1,,,
AWS_884,2014-06-09,19.6,22.7,0,3.2,,,
AWS_885,2014-06-09,19.1,21.2,0,2.5,,,
ASOS_184,2014-06-10,21.4,23.6,0,3.1,77,84.9,1
ASOS_185,2014-06-10,21.2,26.5,0,2.2,71,86.6,3
ASOS_188,2014-06-10,20.7,21.9,0,3.1,87,92.5,0
ASOS_189,2014-06-10,21.1,22.9,0,3.1,82,89.6,0
AWS_328,2014-06-10,22.2,26.6,0,1.2,,,
AWS_329,2014-06-10,22.2,26.6,0,1.2,,,
AWS_330,2014-06-10,20.2,24.7,0,2.6,,,
AWS_685,2014-06-10,20.8,24.5,0,3.1,,,
AWS_724,2014-06-10,19.7,20.9,0,4.8,,,
AWS_725,2014-06-10,20.8,22.3,0,3.3,,,
AWS_726,2014-06-10,20.5,21.7,0,5,,,
AWS_727,2014-06-10,19.6,24,0,1.3,,,
AWS_751,2014-06-10,18.3,19,0,3.1,,,
AWS_752,2014-06-10,20.2,25.1,0,2.4,,,
AWS_753,2014-06-10,15.4,20.6,0,0.6,,,
AWS_779,2014-06-10,21.7,27,0,1.5,,,
AWS_780,2014-06-10,20.7,22.3,0,2.7,,,
AWS_781,2014-06-10,20,20.9,0,3.8,,,
AWS_782,2014-06-10,16.3,17.4,3,2.4,,,
AWS_792,2014-06-10,20.1,21,0,3.2,,,
AWS_793,2014-06-10,21.1,24.4,0,4.2,,,
AWS_855,2014-06-10,20.9,21.8,0,7.3,,,
AWS_870,2014-06-10,12,14.9,1,2.6,,,
AWS_871,2014-06-10,13.4,18.7,0,2.2,,,
AWS_884,2014-06-10,19.3,22.4,0,3.5,,,
AWS_885,2014-06-10,18.9,19.7,0,2.1,,,
ASOS_184,2014-06-11,21.4,24.4,0,2.4,67,83,6.4
ASOS_185,2014-06-11,20.7,25.5,0,4.5,69,88.3,11.4
ASOS_188,2014-06-11,20.5,23.9,0,2.9,71,86.3,4.6
ASOS_189,2014-06-11,21.8,25.8,0,1.4,66,80.4,7.4
AWS_328,2014-06-11,21.8,25.5,0,0.6,,,
AWS_329,2014-06-11,21.8,25.5,0,0.6,,,
AWS_330,2014-06-11,19.6,24.1,0,1.4,,,
AWS_685,2014-06-11,20.5,25.7,0,1.8,,,
AWS_724,2014-06-11,20.6,23.2,0,2.4,,,
AWS_725,2014-06-11,20.8,24,0,2.3,,,
AWS_726,2014-06-11,20.9,23.6,0,2.6,,,
AWS_727,2014-06-11,19,24.2,0,1.9,,,
AWS_751,2014-06-11,19.1,24,0.5,1.8,,,
AWS_752,2014-06-11,20.3,23.7,0,2.7,,,
AWS_753,2014-06-11,15,20,0,1.1,,,
AWS_779,2014-06-11,21.5,26,0,2.8,,,
AWS_780,2014-06-11,21.3,24.8,0,2.9,,,
AWS_781,2014-06-11,19.8,22.7,0,1.8,,,
AWS_782,2014-06-11,16.1,19.9,0,2.6,,,
AWS_792,2014-06-11,20.2,24.1,0,2.9,,,
AWS_793,2014-06-11,21.2,24.4,0,2,,,
AWS_855,2014-06-11,21,23.4,0,2.7,,,
AWS_870,2014-06-11,12.3,16.6,0,1.9,,,
AWS_871,2014-06-11,11.8,18.1,0,1.9,,,
AWS_884,2014-06-11,19.5,23.5,0,1.3,,,
AWS_885,2014-06-11,19.4,24.3,0,3.3,,,
ASOS_184,2014-06-12,20.8,23.1,0,3.1,61,81.4,7.3
ASOS_185,2014-06-12,20,23.1,0,6.2,76,87.4,10.9
ASOS_188,2014-06-12,21,25.1,0,3,58,75.4,11.8
ASOS_189,2014-06-12,21.3,24.7,0,1.3,69,81.1,11.9
AWS_328,2014-06-12,22,27.6,0,1.2,,,
AWS_329,2014-06-12,22,27.6,0,1.2,,,
AWS_330,2014-06-12,19.4,25.1,0,2,,,
AWS_685,2014-06-12,19.6,25.1,0,2.1,,,
AWS_724,2014-06-12,20.1,22.2,0,3.2,,,
AWS_725,2014-06-12,20.4,23.8,0,4.1,,,
AWS_726,2014-06-12,20.1,21.9,0,5,,,
AWS_727,2014-06-12,17.5,21,0,1.8,,,
AWS_751,2014-06-12,18.3,22,0,2.8,,,
AWS_752,2014-06-12,18.9,22.3,0,3.5,,,
AWS_753,2014-06-12,12.6,15.8,2,0.7,,,
AWS_779,2014-06-12,20.8,23.1,0,2.7,,,
AWS_780,2014-06-12,20.1,25,0,1.7,,,
AWS_781,2014-06-12,19.8,23.2,0,4.4,,,
AWS_782,2014-06-12,15.6,18.6,0,3.1,,,
AWS_792,2014-06-12,20.9,25.5,0,3.6,,,
AWS_793,2014-06-12,20.5,25.3,0,3,,,
AWS_855,2014-06-12,20.6,24.1,0,4.7,,,
AWS_870,2014-06-12,10.1,13.1,1,2.9,,,
AWS_871,2014-06-12,8.8,11,3.5,3.2,,,
AWS_884,2014-06-12,18.6,22.7,0,1.1,,,
AWS_885,2014-06-12,18.5,23.2,0,2.5,,,
ASOS_184,2014-06-13,22.3,25.2,0,3.8,52,70,9.4
ASOS_185,2014-06-13,21.6,25.1,0,4.6,76,87.9,10
ASOS_188,2014-06-13,21.1,25.4,0,2.3,57,80.1,9.4
ASOS_189,2014-06-13,21.8,28.1,0,2.5,45,78,11.5
AWS_328,2014-06-13,22.8,27.8,0,1.2,,,
AWS_329,2014-06-13,22.8,27.8,0,1.2,,,
AWS_330,2014-06-13,20.9,25.4,0,2.9,,,
AWS_685,2014-06-13,21.7,27.2,0,3.6,,,
AWS_724,2014-06-13,21.2,23.3,0,3.9,,,
AWS_725,2014-06-13,21.4,25.5,0,3.8,,,
AWS_726,2014-06-13,20.9,23.6,0,3.3,,,
AWS_727,2014-06-13,19.1,23.8,0,1.6,,,
AWS_751,2014-06-13,19.8,24.1,0,2.3,,,
AWS_752,2014-06-13,20.1,24,0,2.3,,,
AWS_753,2014-06-13,14.6,18.3,0,1.3,,,
AWS_779,2014-06-13,21.7,24.8,0,1.9,,,
AWS_780,2014-06-13,20.4,26.5,0,2.5,,,
AWS_781,2014-06-13,21,25.4,0,3.8,,,
AWS_782,2014-06-13,17.1,20.9,0,2.6,,,
AWS_792,2014-06-13,21.4,27,0,2.2,,,
AWS_793,2014-06-13,21.2,24.8,0,2.2,,,
AWS_855,2014-06-13,20.9,24,0,3,,,
AWS_870,2014-06-13,13,16.7,0,2.8,,,
AWS_871,2014-06-13,10.4,14.7,0,2.3,,,
AWS_884,2014-06-13,20.5,26.3,0,2.4,,,
AWS_885,2014-06-13,19.3,25.3,0,2.6,,,
ASOS_184,2014-06-14,22.5,25.7,0,2.8,69,79.1,7.6
ASOS_185,2014-06-14,22.1,25.6,0,3.3,77,92,7.9
ASOS_188,2014-06-14,20.9,25.3,0,1.6,69,85.8,7.3
ASOS_189,2014-06-14,22.3,25.3,0,2.2,68,83.9,8.5
AWS_328,2014-06-14,23.1,27.7,0,1.2,,,
AWS_329,2014-06-14,23.1,27.7,0,1.2,,,
AWS_330,2014-06-14,21,28.1,0,2.3,,,
AWS_685,2014-06-14,21.6,26.9,0,2.5,,,
AWS_724,2014-06-14,20.8,24.6,0,1.9,,,
AWS_725,2014-06-14,21.5,25.3,0,1.3,,,
AWS_726,2014-06-14,21.8,24.4,0,2.2,,,
AWS_727,2014-06-14,20.9,26.1,0,2.3,,,
AWS_751,2014-06-14,20.7,26.3,0,1.6,,,
AWS_752,2014-06-14,21.3,26.3,0,1.1,,,
AWS_753,2014-06-14,16.5,20.8,0,1.1,,,
AWS_779,2014-06-14,22.5,25.4,0,1.9,,,
AWS_780,2014-06-14,20.8,24.9,0,2,,,
AWS_781,2014-06-14,20.7,24.6,0,2,,,
AWS_782,2014-06-14,17.6,22.4,0,1.4,,,
AWS_792,2014-06-14,20.9,26,0,1.4,,,
AWS_793,2014-06-14,22.3,25.9,0,1.6,,,
AWS_855,2014-06-14,22,24.9,0,2.2,,,
AWS_870,2014-06-14,13.7,18.6,0,2.3,,,
AWS_871,2014-06-14,12.1,17.7,0,2,,,
AWS_884,2014-06-14,21,24.6,0,2.1,,,
AWS_885,2014-06-14,19.8,24.3,0,2,,,
ASOS_184,2014-06-15,22.8,25.1,0,2.4,52,69.3,7
ASOS_185,2014-06-15,22.2,24.6,0,3,76,92.1,5.5
ASOS_188,2014-06-15,20.6,24.6,0,1.3,58,85,7.3
ASOS_189,2014-06-15,23.4,29.2,0,1.6,43,69.4,7.9
AWS_328,2014-06-15,24,31,0,0.8,,,
AWS_329,2014-06-15,24,31,0,0.8,,,
AWS_330,2014-06-15,21.8,27.7,0,2,,,
AWS_685,2014-06-15,22.6,29.6,0,2.1,,,
AWS_724,2014-06-15,20.7,24.5,0,1.7,,,
AWS_725,2014-06-15,21.8,25.7,0,2.4,,,
AWS_726,2014-06-15,21.4,23.9,0,3.1,,,
AWS_727,2014-06-15,20.6,25.3,0,1.5,,,
AWS_751,2014-06-15,21.1,25.2,0,1.8,,,
AWS_752,2014-06-15,21.2,25.5,0,1.7,,,
AWS_753,2014-06-15,15.8,21.1,0,0.6,,,
AWS_779,2014-06-15,22.1,25.4,0,1.4,,,
AWS_780,2014-06-15,21.4,26.1,0,1.4,,,
AWS_781,2014-06-15,21.3,25,0,2.4,,,
AWS_782,2014-06-15,18.7,22.6,0,2.3,,,
AWS_792,2014-06-15,21.3,27.2,0,1.6,,,
AWS_793,2014-06-15,22.8,28.4,0,1.6,,,
AWS_855,2014-06-15,21.6,24.8,0,3.1,,,
AWS_870,2014-06-15,14.4,19,0,3.2,,,
AWS_871,2014-06-15,12.5,18,0,3.4,,,
AWS_884,2014-06-15,21.9,29.1,0,1.8,,,
AWS_885,2014-06-15,20.3,26.8,0,1.8,,,
ASOS_184,2014-06-16,22.6,25.2,1,2.3,51,75.5,0.7
ASOS_185,2014-06-16,20.9,23.7,3.6,3.3,72,88.8,0
ASOS_188,2014-06-16,22.1,26.7,0.9,1.4,55,76.5,2.6
ASOS_189,2014-06-16,22.7,26.7,2,1,55,73,0.9
AWS_328,2014-06-16,23,28.6,3,0.8,,,
AWS_329,2014-06-16,23,28.6,3,0.8,,,
AWS_330,2014-06-16,20.8,26,2.5,1.7,,,
AWS_685,2014-06-16,21.5,26.8,2.5,1.6,,,
AWS_724,2014-06-16,21.8,24,1,2,,,
AWS_725,2014-06-16,21.8,26.2,0.5,2.8,,,
AWS_726,2014-06-16,20.7,22.4,5.5,2.6,,,
AWS_727,2014-06-16,19.4,24.1,2.5,1.3,,,
AWS_751,2014-06-16,20.2,24.4,2,1.3,,,
AWS_752,2014-06-16,19.8,24,3.5,1.9,,,
AWS_753,2014-06-16,15,19.8,4,0.7,,,
AWS_779,2014-06-16,21.8,24.8,3,1,,,
AWS_780,2014-06-16,21.4,25.7,2,0.9,,,
AWS_781,2014-06-16,21.5,26.2,0.5,3,,,
AWS_782,2014-06-16,17.3,21.5,3,1.4,,,
AWS_792,2014-06-16,22,28.4,2,1.4,,,
AWS_793,2014-06-16,21.7,26,4,1.3,,,
AWS_855,2014-06-16,20.9,23.3,4,2.9,,,
AWS_870,2014-06-16,13,16.9,4.5,1.8,,,
AWS_871,2014-06-16,11.9,15.8,6,1.8,,,
AWS_884,2014-06-16,20.4,24.7,2.5,1.2,,,
AWS_885,2014-06-16,20,25.7,1.5,1.8,,,
ASOS_184,2014-06-17,18.6,20.7,42.4,3.3,82,90.3,0
ASOS_185,2014-06-17,17.6,19.2,60.7,4.4,84,96.4,0
ASOS_188,2014-06-17,18,19.6,69,3.4,89,95.1,0
ASOS_189,2014-06-17,18.1,19.8,84,3.7,85,92.5,0
AWS_328,2014-06-17,19.2,20.5,68.5,1.3,,,
AWS_329,2014-06-17,19.2,20.5,68.5,1.3,,,
AWS_330,2014-06-17,16.7,18.1,62,2.7,,,
AWS_685,2014-06-17,17.3,19.8,69.5,3.8,,,
AWS_724,2014-06-17,NA,NA,NA,NA,,,
AWS_725,2014-06-17,18.4,19.9,47,3.6,,,
AWS_726,2014-06-17,18.2,19.4,80,5.9,,,
AWS_727,2014-06-17,15.9,17.9,49,1.7,,,
AWS_751,2014-06-17,16.1,18.1,63,3.9,,,
AWS_752,2014-06-17,16.8,18.7,63,2.2,,,
AWS_753,2014-06-17,14.1,18.2,56,1.9,,,
AWS_779,2014-06-17,18.4,20.1,45.5,2.4,,,
AWS_780,2014-06-17,17.7,19.3,89.5,2.9,,,
AWS_781,2014-06-17,17.7,19.2,43,4.2,,,
AWS_782,2014-06-17,13.5,14.9,92,2.7,,,
AWS_792,2014-06-17,18.5,20,76,3.2,,,
AWS_793,2014-06-17,17.8,19.1,83.5,4.3,,,
AWS_855,2014-06-17,18.3,19.5,41.5,8.9,,,
AWS_870,2014-06-17,9.7,11.3,101,2.7,,,
AWS_871,2014-06-17,11.7,15.3,93.5,4.2,,,
AWS_884,2014-06-17,16.7,19.1,66,4.8,,,
AWS_885,2014-06-17,16.3,17.5,77,3.2,,,
ASOS_184,2014-06-18,20.7,24.7,3.4,1.9,59,80.1,7
ASOS_185,2014-06-18,20.5,23.6,0,5.5,66,82.9,8.9
ASOS_188,2014-06-18,20.7,24.4,5.8,4,62,80.6,7.3
ASOS_189,2014-06-18,22.5,26.5,0,3.2,50,70.9,10.1
AWS_328,2014-06-18,21.7,26.3,0,0.7,,,
AWS_329,2014-06-18,21.7,26.3,0,0.7,,,
AWS_330,2014-06-18,19.6,25,0,1.4,,,
AWS_685,2014-06-18,20.2,25.3,0.5,1.7,,,
AWS_724,2014-06-18,NA,NA,NA,NA,,,
AWS_725,2014-06-18,20.3,23.1,2.5,4.1,,,
