지점,시작일,종료일,지점명,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
761,1998.10.15,2007.07.25,태인,전주기상대(146),35.647,126.8863,17,,,,
761,1993.11.13,1998.10.15,태인,전주기상대(146),35.630,126.950,57,,,,
762,2015.12.24,~,강진면,전주기상대(146),35.5198,127.1261,169.02,,,,
762,2015.07.13,2015.12.24,강진면,전주기상대(146),35.5198,127.1261,169.02,,,,
762,2011.12.14,2015.07.13,강진면,정읍기상대(245),35.5198,127.1261,169.02,,,,
762,2007.08.01,2011.12.14,강진면,정읍기상대(245),35.5424,127.1116,232.32,,,,
762,1993.11.13,2007.08.01,섬진댐,전주기상대(146),35.5388,127.1136,228,,,,
763,2009.12.08,~,여산,전주기상대(146),36.0592,127.062,35.86,,,,
763,2007.07.18,2009.12.08,여산,전주기상대(146),36.050,127.070,52,,,,
763,1993.11.13,2007.07.18,여산,전주기상대(146),36.050,127.070,52,,,,
764,2015.07.13,~,신덕,전주기상대(146),35.6736,127.1414,218.9,,,,
764,2013.12.13,2015.07.13,신덕,정읍기상대(245),35.6736,127.1414,218.9,,,,
764,2007.07.26,2013.12.13,신덕,정읍기상대(245),35.684,127.1783,235.25,,,,
764,1993.11.13,2007.07.26,신덕,전주기상대(146),35.6811,127.1849,228,,,,
765,2015.07.13,~,복내,광주지방기상청(156),34.8924,127.1345,116.35,,,,
765,2012.10.12,2015.07.13,복내,순천기상대(174),34.8924,127.1345,116.35,,,,
765,2007.08.18,2012.10.12,문덕,순천기상대(174),34.9293,127.1724,129.58,,,,
765,1998.05.21,2007.08.18,문덕,여수기상대(168),34.930,127.170,115,,,,
765,1993.11.13,1998.05.21,문덕,완도기상대(170),34.930,127.170,125,,,,
766,2013.10.01,~,여수산단,여수기상대(168),34.8495,127.715,67.45,,,,
766,2010.12.10,2013.10.01,여천(공),여수기상대(168),34.8495,127.715,67.45,,,,
766,1993.11.13,2010.12.10,여천(공),여수기상대(168),34.850,127.720,14,,,,
767,2012.12.18,~,포두,여수기상대(168),34.5886,127.3975,12,,,,
767,2007.08.10,2012.12.18,영남,여수기상대(168),34.602,127.4559,14.51,,,,
767,1993.11.13,2007.08.10,영남,여수기상대(168),34.600,127.450,22,,,,
768,2015.07.13,~,곡성,광주지방기상청(156),35.289,127.289,100,,,,
768,2010.11.29,2015.07.13,곡성,남원기상대(247),35.289,127.289,100,,,,
768,1993.11.13,2010.11.29,곡성,남원기상대(247),35.2802,127.2908,81,,,,
769,2015.07.13,~,염산,광주지방기상청(156),35.1993,126.3834,3.25,,,,
769,2013.12.16,2015.07.13,염산,고창기상대(172),35.1993,126.3834,3.25,,,,
769,2007.08.29,2013.12.16,염산,고창기상대(172),35.2179,126.3718,15.21,,,,
769,2000.09.01,2007.08.29,염산,광주지방기상청(156),35.2159,126.3729,16,,,,
769,1993.11.13,2000.09.01,염산,무안기상대(미사용 164),35.2159,126.3729,12,,,,
770,2012.11.28,~,다도,광주지방기상청(156),34.9474,126.8278,73.27,,,,
770,2007.08.27,2012.11.28,다도,광주지방기상청(156),34.9473,126.8275,80.62,,,,
770,1993.11.13,2007.08.27,다도,광주지방기상청(156),34.930,126.830,70,,,,
771,2012.11.30,~,안좌,목포기상대(165),34.7269,126.1446,3.61,,,,
771,2007.10.18,2012.11.30,안좌,목포기상대(165),34.7561,126.1246,33.09,,,,
771,1993.10.06,2007.10.18,안좌,목포기상대(165),34.750,126.120,32,,,,
772,2015.07.13,~,수유,목포기상대(165),34.5319,126.2394,1,,,,
772,2013.12.17,2015.07.13,수유,진도기상대(175),34.5319,126.2394,1,,,,
772,2007.09.06,2013.12.17,고군,진도기상대(175),34.4906,126.343,43.2,,,,
772,2002.01.29,2007.09.06,고군,진도기상대(175),34.4858,126.3454,36,,,,
772,1998.05.18,2002.01.29,고군,목포기상대(165),34.4858,126.3454,30,,,,
772,1993.10.06,1998.05.18,고군,완도기상대(170),34.4858,126.3454,30,,,,
773,2013.11.13,~,학산,목포기상대(165),34.7086,126.636,99.07,,,,
773,1993.10.06,2013.11.13,미암,목포기상대(165),34.6993,126.5718,16.9,,,,
774,2013.06.26,~,전남도청,목포기상대(165),34.8175,126.4662,10.76,,,,
774,2000.09.01,2013.06.26,몽탄,목포기상대(165),34.9308,126.5021,17.84,,,,
774,1993.10.07,2000.09.01,몽탄,무안기상대(미사용 164),34.930,126.500,11,,,,
775,2015.12.24,~,월야,광주지방기상청(156),35.1775,126.6447,38.1,,,,
775,2015.07.28,2015.12.24,월야,광주지방기상청(156),35.1775,126.6447,38.1,,,,
775,2015.07.13,2015.07.28,월야,광주지방기상청(156),35.1801,126.6322,51.65,,,,
775,2000.09.01,2015.07.13,월야,고창기상대(172),35.1801,126.6322,51.65,,,,
775,1993.10.07,2000.09.01,월야,무안기상대(미사용 164),35.1785,126.6346,50,,,,
776,2015.07.31,~,현산,목포기상대(165),34.4667,126.5531,22.1,,,,
776,2015.07.13,2015.07.31,현산,여수기상대(168),34.4602,126.5534,22.64,,,,
776,1993.10.05,2015.07.13,현산,완도기상대(170),34.4602,126.5534,22.64,,,,
777,2015.12.21,~,관산,목포기상대(165),34.5564,126.9347,37.1,,,,
777,2015.07.13,2015.12.21,대덕,목포기상대(165),34.4994,126.8883,19.86,,,,
777,1993.10.04,2015.07.13,대덕,완도기상대(170),34.4994,126.8883,19.86,,,,
778,2015.07.13,~,유치,목포기상대(165),34.796,126.8218,94,,,,
778,2010.09.16,2015.07.13,유치,완도기상대(170),34.796,126.8218,94,,,,
778,1993.09.23,2010.09.16,유치,완도기상대(170),34.780,126.880,82,,,,
779,2016.11.09,~,한림,제주지방기상청(184),33.3926,126.2582,40.68,,,,
779,2015.07.13,2016.11.09,한림,제주지방기상청(184),33.4105,126.2673,21.63,,,,
779,1994.12.01,2015.07.13,한림,고산지역기상서비스센터(185),33.4105,126.2673,21.63,,,,
780,2016.08.01,~,제주남원,제주지방기상청(184),33.2771,126.7043,26.45,,,,
780,2015.07.13,2016.08.01,남원,제주지방기상청(184),33.280,126.7208,17.22,,,,
780,1993.10.19,2015.07.13,남원,서귀포지역기상서비스센터(189),33.280,126.7208,17.22,,,,
781,2015.07.13,~,구좌,제주지방기상청(184),33.5199,126.8777,18,,,,
781,2013.11.30,2015.07.13,구좌,성산지역기상서비스센터(188),33.5199,126.8777,18,,,,
781,1997.04.24,2013.11.30,구좌,성산지역기상서비스센터(188),33.5226,126.8519,18.4,,,,
781,1993.10.21,1997.04.24,구좌,제주지방기상청(184),33.550,126.750,7,,,,
782,2012.12.26,~,성판악,제주지방기상청(184),33.3852,126.6195,760.28,,,,
782,1998.05.14,2012.12.26,성판악,제주지방기상청(184),33.3845,126.6194,757.42,,,,
783,2008.12.19,~,과기원,광주지방기상청(156),35.2303,126.8408,32.37,,,,
783,1995.02.03,2008.12.19,하남공,광주지방기상청(156),35.190,126.810,37,,,,
784,2014.12.12,~,시종,목포기상대(165),34.8771,126.6126,20.2,,,,
784,1994.12.28,2014.12.12,시종,목포기상대(165),34.8686,126.6071,17.43,,,,
785,2015.07.13,~,북일,목포기상대(165),34.4731,126.6827,22,,,,
785,2013.12.19,2015.07.13,북일,완도기상대(170),34.4731,126.6827,22,,,,
785,1992.11.08,2013.12.18,북일,완도기상대(170),34.4642,126.6761,21.06,,,,
786,2017.08.25,~,돌산,여수기상대(168),34.6032,127.7399,10.7,,,,
786,1995.02.03,2017.08.25,돌산,여수기상대(168),34.620,127.720,8,,,,
787,2007.08.08,~,도화,여수기상대(168),34.4522,127.3325,140.21,,,,
787,1995.02.02,2007.08.08,도화,여수기상대(168),34.445,127.3306,137,,,,
788,2016.11.09,~,풍암,광주지방기상청(156),35.1316,126.8813,62.7,,,,
788,2007.08.30,2016.11.09,풍암 *,광주지방기상청(156),35.1343,126.8771,62.99,,,,
788,2002.04.02,2007.08.30,풍암,광주지방기상청(156),35.1313,126.879,62,,,,
788,1994.12.06,2002.04.02,무등산,광주지방기상청(156),35.130,127.000,380,,,,
789,2015.12.24,~,압해도,목포기상대(165),34.8764,126.2933,12,,,,
789,2011.11.15,2015.12.24,압해도,목포기상대(165),34.8764,126.2933,12,,,,
789,2007.10.16,2011.11.15,압해도,목포기상대(165),34.8657,126.3126,24.36,,,,
789,1998.03.09,2007.10.16,압해도,목포기상대(165),34.8833,126.3167,25,,,,
790,2013.12.03,~,나로도,여수기상대(168),34.5326,127.4674,136,,,,
790,2001.01.05,2013.12.03,나로도,여수기상대(168),34.4143,127.490,126.77,,,,
790,1998.03.26,2001.01.05,나로도,여수기상대(168),34.4833,127.4667,50,,,,
791,2015.07.13,~,피아골,광주지방기상청(156),35.2662,127.5838,413.25,,,,
791,2006.03.30,2015.07.13,피아골,순천기상대(174),35.2662,127.5838,413.25,,,,
791,1998.09.28,2006.03.10,피아골,여수기상대(168),35.2667,127.5833,411,,,,
792,2016.09.01,~,표선,제주지방기상청(184),33.3536,126.8168,77.2,,,,
792,2015.07.13,2016.09.01,표선면,제주지방기상청(184),33.3536,126.8168,77.2,,,,
792,2009.06.17,2015.07.13,표선면,성산지역기상서비스센터(188),33.3536,126.8168,77.2,,,,
792,2004.11.03,2009.06.17,가시,성산지역기상서비스센터(188),33.350,126.7667,113,,,,
792,2001.12.28,2004.11.03,가시,제주지방기상청(184),33.350,126.7667,100,,,,
792,1999.06.18,2001.12.28,가시,제주지방기상청(184),33.3506,126.7737,120,,,,
793,2016.11.03,~,대정,제주지방기상청(184),33.241,126.2262,2.7,,,,
793,2015.07.13,2016.11.03,모슬포,제주지방기상청(184),33.2167,126.250,11.36,,,,
793,1999.01.13,2015.07.13,모슬포,고산지역기상서비스센터(185),33.2167,126.250,11.36,,,,
794,2016.06.17,~,황전,광주지방기상청(156),35.1007,127.4273,71.3,,,,
794,2015.07.13,2016.06.17,황전,광주지방기상청(156),35.1014,127.4271,79.58,,,,
794,2004.10.30,2015.07.13,황전,순천기상대(174),35.1014,127.4271,79.58,,,,
794,1999.06.19,2004.10.30,황전,여수기상대(168),35.100,127.4333,97,,,,
795,2017.08.25,~,옥과,광주지방기상청(156),35.2753,127.139,87.6,,,,
795,2015.07.13,2017.08.25,옥과,광주지방기상청(156),35.2753,127.139,83.9,,,,
795,2011.12.13,2015.07.13,옥과,남원기상대(247),35.2753,127.139,83.9,,,,
795,2004.10.30,2011.12.13,죽학,순천기상대(174),34.9908,127.3625,120.52,,,,
795,1999.06.05,2004.10.30,죽학,여수기상대(168),34.9833,127.3667,175,,,,
796,2004.10.30,~,초도,여수기상대(168),34.2378,127.2448,38,,,,
796,1999.06.11,2004.10.30,초도,여수기상대(168),34.2333,127.250,35,,,,
797,2004.11.17,~,하태도,흑산도기상대(169),34.395,125.2995,35.63,,,,
797,1999.06.18,2004.11.17,하태도,흑산도기상대(169),34.3833,125.300,50,,,,
798,1999.06.14,~,홍도,흑산도기상대(169),34.6667,125.1833,22,,,,
799,2015.07.13,~,낙월도,광주지방기상청(156),35.2022,126.1376,12.02,,,,
799,2004.11.17,2015.07.13,낙월도,고창기상대(172),35.2022,126.1376,12.02,,,,
799,2000.09.01,2004.11.17,낙월도,광주지방기상청(156),35.200,126.1333,12,,,,
799,1999.06.11,2000.09.01,낙월도,무안기상대(미사용 164),35.200,126.1333,12,,,,
800,2015.07.13,~,후포,안동기상대(136),36.6667,129.431,11,,,,
800,2011.12.16,2015.07.13,후포,울진기상대(130),36.6667,129.431,11,,,,
800,1991.12.17,2011.12.20,후포,울진기상대(130),36.6809,129.4622,59.22,,,,
801,2015.07.13,~,영양,안동기상대(136),36.625,129.088,215,,,,
801,2013.12.24,2015.07.13,영양,울진기상대(130),36.625,129.088,215,,,,
801,2005.11.21,2013.12.24,영양,울진기상대(130),36.667,129.1121,248.37,,,,
801,1990.04.02,2005.11.21,영양,안동기상대(136),36.700,129.070,250,,,,
802,2015.07.13,~,온정,안동기상대(136),36.7574,129.3401,141.2,,,,
802,2014.07.30,2015.07.13,온정,울진기상대(130),36.7574,129.3401,141.2,,,,
802,2002.12.13,2014.07.30,온정,울진기상대(130),36.7241,129.3455,144.4,,,,
802,1990.04.02,2001.09.07,상주,안동기상대(136),36.420,128.170,80,,,,
803,2012.12.05,~,옥산,안동기상대(136),36.394,128.8115,215,,,,
803,2011.03.11,2012.12.05,송생,안동기상대(136),36.3914,129.0795,208.73,,,,
803,2007.07.31,2011.03.10,청송,안동기상대(136),36.420,129.070,210,,,,
803,1998.07.01,2007.07.31,청송,안동기상대(136),36.420,129.070,210,,,,
803,1990.04.02,1998.07.01,청송,울진기상대(130),36.420,129.070,180,,,,
804,2016.12.21,~,청하,포항기상대(138),36.1906,129.3392,65.5,,,,
804,1990.08.27,2016.12.21,청하,포항기상대(138),36.1996,129.338,59.93,,,,
805,2014.08.27,~,죽장,포항기상대(138),36.1793,129.0943,227.04,,,,
805,1990.07.04,2014.08.26,죽장,포항기상대(138),36.1602,129.0958,223.38,,,,
806,2017.08.25,~,선산,대구(구 143),36.2334,128.2903,68.8,,,,
806,2015.07.13,2017.08.25,선산,대구(구 143),36.2334,128.2903,38.37,,,,
806,1990.06.30,2015.07.13,선산,구미기상대(279),36.2334,128.2903,38.37,,,,
807,2017.08.25,~,의흥,대구(구 143),36.1797,128.6932,113.2,,,,
807,2015.07.13,2017.08.25,의흥,대구(구 143),36.1794,128.6931,112,,,,
807,2012.09.07,2015.07.13,의흥,구미기상대(279),36.1794,128.6931,112,,,,
807,2010.11.19,2012.09.07,의흥,구미기상대(279),36.1759,128.7151,128.72,,,,
807,1998.07.01,2010.11.19,의흥,구미기상대(279),36.172,128.7261,129,,,,
807,1991.03.08,1998.07.01,의흥,안동기상대(136),36.172,128.7261,124,,,,
808,2012.11.23,~,호미곶,포항기상대(138),36.0759,129.5667,11,,,,
808,1990.09.11,2012.11.23,호미곶,포항기상대(138),36.0774,129.5694,9.38,,,,
809,2017.08.25,~,대덕,대구(구 143),35.9354,127.9792,232.5,,,,
809,2016.12.21,2017.08.25,대덕,대구(구 143),35.9354,127.9792,233.4,,,,
809,2015.07.13,2016.12.21,대덕,대구(구 143),35.9179,127.9689,235.7,,,,
809,1990.06.29,2015.07.13,대덕,구미기상대(279),35.9179,127.9689,235.7,,,,
810,2017.08.25,~,성주,대구(구 143),35.9255,128.2985,36.6,,,,
810,2015.07.13,2017.08.25,성주,대구(구 143),35.9253,128.2978,33,,,,
810,2012.09.05,2015.07.13,성주,구미기상대(279),35.9253,128.2978,33,,,,
810,2010.07.20,2012.09.04,성주,구미기상대(279),35.9151,128.2537,48.28,,,,
810,1990.06.29,2010.07.20,성주,구미기상대(279),35.930,128.280,49,,,,
811,2011.03.11,~,황성,포항기상대(138),35.863,129.2093,33.58,,,,
811,2010.12.14,2011.03.10,경주,포항기상대(138),35.863,129.2093,33.58,,,,
811,2000.03.03,2010.12.14,경주,포항기상대(138),35.850,129.2167,51,,,,
811,1990.08.13,2000.03.03,경주,포항기상대(138),35.8636,129.2268,28,,,,
812,2005.11.07,~,고령,대구(구 143),35.696,128.2821,41.45,,,,
812,1998.07.01,2005.11.07,고령,대구(구 143),35.730,128.270,50,,,,
812,1990.06.28,1998.07.01,고령,진주기상대(192),35.730,128.270,50,,,,
813,2009.11.11,~,청도,대구(구 143),35.6541,128.7318,76.29,,,10.000,
813,1990.06.28,2009.11.11,청도,대구(구 143),35.650,128.730,88,,,,
814,2012.11.21,~,부석,안동기상대(136),36.9792,128.6611,300,,,,
814,1991.10.12,2012.11.21,부석,안동기상대(136),36.9789,128.6541,294.44,,,,
815,2015.07.13,~,예천,대구(구 143),36.660,128.4644,100.89,,,,
815,1991.10.10,2015.07.13,예천,상주기상대(137),36.660,128.4644,100.89,,,,
816,2011.10.12,~,구룡포,포항기상대(138),35.9831,129.5475,42.37,,,,
816,1991.11.02,2011.10.12,장기,포항기상대(138),35.8959,129.4932,23.47,,,,
817,2015.07.13,~,수비,안동기상대(136),36.7827,129.2214,390,,,,
817,2012.12.31,2015.07.13,수비,울진기상대(130),36.7827,129.2214,390,,,,
817,1998.07.01,2012.12.27,수비,울진기상대(130),36.7655,129.210,415,,,,
817,1992.11.03,1998.07.01,수비,안동기상대(136),36.7655,129.210,440,,,,
818,2015.07.13,~,마성,대구(구 143),36.7074,128.1476,230,,,,
818,2012.07.09,2015.07.13,마성,상주기상대(137),36.7074,128.1476,230,,,,
818,2007.08.10,2012.07.09,문경읍,상주기상대(137),36.7373,128.1069,181.18,,,,
818,1992.11.07,2007.08.10,문경읍,상주기상대(137),36.7309,128.1114,183,,,,
819,2011.09.21,~,예안,안동기상대(136),36.6589,128.8864,207,,,,
819,2007.08.07,2011.09.21,예안,안동기상대(136),36.6613,128.8852,210.92,,,,
819,1992.11.03,2007.08.07,예안,안동기상대(136),36.6605,128.8884,212,,,,
820,2012.11.20,~,하회,안동기상대(136),36.5481,128.5267,77,,,,
820,2007.07.27,2012.11.20,풍천,안동기상대(136),36.5562,128.5065,92.92,,,,
820,1992.11.03,2007.07.27,풍천,안동기상대(136),36.5538,128.5086,93,,,,
821,2015.07.13,~,공성,대구(구 143),36.2819,128.0739,94,,,,
821,2011.07.02,2015.07.13,공성,상주기상대(137),36.2819,128.0739,94,,,,
821,2007.08.14,2011.07.02,공성,상주기상대(137),36.2835,128.0925,95.9,,,,
821,2002.12.02,2007.08.14,옥산,상주기상대(137),36.280,128.100,96,,,,
821,1992.11.03,2002.12.02,옥산,안동기상대(136),36.280,128.100,80,,,,
822,2015.07.13,~,김천,대구(구 143),36.0813,128.1016,83.32,,,,
822,2010.06.29,2015.07.13,김천,구미기상대(279),36.0813,128.1016,83.32,,,,
822,2007.08.16,2010.06.28,김천,구미기상대(279),36.130,128.130,72,,,,
822,1992.10.26,2007.08.16,김천,상주기상대(137),36.130,128.130,72,,,,
823,2015.07.13,~,군위,대구(구 143),36.2493,128.5558,82.41,,,,
823,2010.07.29,2015.07.13,군위,구미기상대(279),36.2493,128.5558,82.41,,,,
823,2007.07.25,2010.07.29,군위,구미기상대(279),36.230,128.570,101,,,,
823,1992.12.07,2007.07.25,군위,안동기상대(136),36.230,128.570,101,,,,
824,2015.07.13,~,가산,대구(구 143),36.0956,128.5001,116,,,,
824,2014.09.19,2015.07.13,가산,구미기상대(279),36.0956,128.5001,116,,,,
824,2007.08.20,2014.09.19,가산,구미기상대(279),36.086,128.539,121.63,,,,
824,1992.11.05,2007.08.20,가산,구미기상대(279),36.0831,128.544,120,,,,
825,2015.07.13,~,칠곡,대구(구 143),36.0368,128.3835,29.43,,,,
825,2010.12.09,2015.07.13,칠곡,구미기상대(279),36.0368,128.3835,29.43,,,,
825,2007.08.17,2010.12.09,칠곡,구미기상대(279),36.0386,128.3833,27.63,,,,
825,1992.11.04,2007.08.17,약목,대구(구 143),35.890,128.400,28,,,,
826,2011.07.01,~,신령,포항기상대(138),36.0441,128.7923,126.24,,,,
826,2007.08.24,2011.06.30,신령,포항기상대(138),36.0454,128.7896,137.06,,,,
826,1992.11.04,2007.08.24,신령,대구(구 143),36.0414,128.7932,122,,,,
827,2012.12.04,~,경산,대구(구 143),35.8242,128.7428,63,,,,
827,2007.08.22,2012.12.04,경산,대구(구 143),35.8251,128.7416,77.09,,,,
827,1997.08.22,2007.08.22,경산,대구(구 143),35.8167,128.7333,78,,,,
827,1992.11.05,1997.08.22,경산,대구(구 143),35.8163,128.7394,60,,,,
828,2017.08.25,~,달성,대구(구 143),35.6902,128.4238,24.2,,,,
828,2015.12.24,2017.08.25,달성,대구(구 143),35.6906,128.4233,17,,,,
828,2011.12.13,2015.12.24,달성,대구(구 143),35.6906,128.4233,17,,,,
828,2007.08.27,2011.12.13,달성,대구(구 143),35.6973,128.4476,36.1,,,,
828,1992.11.04,2007.08.27,현풍,대구(구 143),35.700,128.450,36,,,,
829,2012.05.03,~,외동,포항기상대(138),35.7121,129.3182,73,,,,
829,1992.11.12,2012.05.03,외동,포항기상대(138),35.7176,129.3271,107.73,,,,
830,2013.05.30,~,기계,포항기상대(138),36.0682,129.1994,45,,,,
830,1993.05.06,2013.05.30,기계,포항기상대(138),36.0706,129.2064,53.58,,,,
831,2015.07.13,~,석포,안동기상대(136),37.0401,128.9976,674,,,,
831,2011.12.21,2015.07.13,석포,울진기상대(130),37.0401,128.9976,674,,,,
831,2007.07.20,2011.12.21,석포,울진기상대(130),37.0486,129.0651,495.76,,,,
831,1998.07.01,2007.07.20,석포,울진기상대(130),37.0435,129.0697,496,,,,
831,1993.09.15,1998.07.01,석포,안동기상대(136),37.0435,129.0697,550,,,,
832,2013.11.24,~,안계,안동기상대(136),36.3869,128.4397,61,,,,
832,2011.08.23,2013.11.23,안계,안동기상대(136),36.3869,128.4397,61,,,,
832,2007.07.27,2011.08.22,안계,안동기상대(136),36.3839,128.4401,61.29,,,,
832,1993.09.10,2007.07.27,안계,안동기상대(136),36.380,128.430,61,,,,
833,2015.07.13,~,은척,대구(구 143),36.5382,128.0419,176,,,,
833,2013.11.13,2015.07.13,은척,상주기상대(137),36.5382,128.0419,176,,,,
833,2007.08.13,2013.11.06,농암,상주기상대(137),36.6008,128.0037,188.55,,,,
833,1993.09.21,2007.08.13,농암,상주기상대(137),36.599,128.0034,188,,,,
834,2017.08.25,~,화서,대구(구 143),36.4412,127.9442,285.6,,,,
834,2015.07.13,2017.08.25,화서,대구(구 143),36.4412,127.9344,300,,,,
834,2011.10.18,2015.07.13,화서,상주기상대(137),36.4412,127.9344,300,,,,
834,2007.08.15,2011.10.18,화서,상주기상대(137),36.4455,127.9515,304.32,,,,
834,2002.12.02,2007.08.15,화서,상주기상대(137),36.4458,127.9519,302,,,,
834,1993.09.09,2002.12.02,화서,안동기상대(136),36.4458,127.9519,265,,,,
835,2015.07.13,~,봉화읍,안동기상대(136),36.8701,128.7535,301.45,,,,
835,2010.07.07,2015.07.13,봉화읍,울진기상대(130),36.8701,128.7535,301.45,,,,
835,2007.07.21,2010.07.07,봉화읍,울진기상대(130),36.880,128.730,203,,,,
835,1993.09.16,2007.07.21,봉화읍,안동기상대(136),36.880,128.730,203,,,,
836,2013.12.09,~,현서,안동기상대(136),36.2803,128.8988,326,,,,
836,2011.11.02,2013.12.08,현서,안동기상대(136),36.2803,128.8988,326,,,,
836,2007.07.30,2011.11.02,현서,안동기상대(136),36.2759,128.8959,325.71,,,,
836,1998.07.01,2007.07.30,현서,안동기상대(136),36.2717,128.8999,326,,,,
836,1993.09.22,1998.07.01,현서,울진기상대(130),36.2717,128.8999,320,,,,
837,2010.11.23,~,이산,안동기상대(136),36.8268,128.6429,188.82,,,,
837,2007.08.08,2010.11.23,문수,안동기상대(136),36.7692,128.630,135,,,,
837,1993.09.16,2007.08.08,문수,안동기상대(136),36.7692,128.630,135,,,,
838,2015.07.13,~,동로,대구(구 143),36.7905,128.2707,450,,,,
838,2012.07.10,2015.07.13,동로,상주기상대(137),36.7905,128.2707,450,,,,
838,2007.08.09,2012.07.10,동로,상주기상대(137),36.7734,128.3149,307.86,,,,
838,1993.09.24,2007.08.09,동로,상주기상대(137),36.7659,128.3184,308,,,,
839,2012.06.21,~,길안,안동기상대(136),36.4583,128.8956,130,,,,
839,2007.08.01,2012.06.21,길안,안동기상대(136),36.456,128.8944,137.18,,,,
839,1993.09.22,2007.08.01,길안,안동기상대(136),36.4558,128.9027,138,,,,
840,2012.11.27,~,하양,대구(구 143),35.9125,128.8144,71,,,,
840,2007.08.21,2012.11.27,하양,대구(구 143),35.9133,128.8194,67.83,,,,
840,1993.09.22,2007.08.21,하양,대구(구 143),35.9098,128.8231,63,,,,
841,2017.08.25,~,화북,포항기상대(138),36.0849,128.9111,136.5,,,,
841,2011.11.11,2017.08.25,화북,포항기상대(138),36.0849,128.9111,134.4,,,,
841,2007.08.23,2011.11.11,화북,포항기상대(138),36.1083,128.9194,167.77,,,,
841,1993.09.22,2007.08.23,화북,대구(구 143),36.1076,128.9224,162,,,,
842,2014.07.30,~,산내,포항기상대(138),35.7575,129.0109,170.1,,,,
842,1993.10.15,2014.07.30,산내,포항기상대(138),35.7576,129.0473,211.87,,,,
843,2015.11.20,~,금강송,안동기상대(136),36.9359,129.2501,226,,,,
843,2015.07.13,2015.11.20,울진서,안동기상대(136),36.9359,129.2501,226,,,,
843,2011.10.15,2015.07.13,울진서,울진기상대(130),36.9359,129.2501,226,,,,
843,1993.11.24,2011.10.15,울진서,울진기상대(130),36.9356,129.2472,244.08,,,,
844,2015.07.13,~,영덕읍,안동기상대(136),36.4354,129.3585,23,,,,
844,2011.09.18,2015.07.13,영덕읍,울진기상대(130),36.4354,129.3585,23,,,,
844,2007.10.02,2011.09.18,영덕읍,울진기상대(130),36.4346,129.3578,30.02,,,,
844,2003.10.06,2007.10.02,영덕읍,울진기상대(130),36.420,129.370,29,,,,
844,1998.08.04,2003.10.06,영덕읍,울진기상대(130),36.420,129.370,30,,,,
844,1993.11.24,1998.08.04,영덕읍,울진기상대(130),36.420,129.370,30,,,,
845,2015.11.13,~,대구북구,대구(구 143),35.9084,128.5907,28.05,,,,
845,2010.07.02,2015.11.13,수성,대구(구 143),35.868,128.6551,63.02,,,,
845,1995.03.20,2010.07.02,남구,대구(구 143),35.850,128.600,62,,,,
846,2017.08.25,~,서구,대구(구 143),35.8651,128.5309,79.1,,,,
846,2011.12.16,2017.08.25,서구,대구(구 143),35.865,128.531,65,,,,
846,1995.03.20,2011.12.16,서구,대구(구 143),35.8679,128.5442,62.77,,,,
847,2015.07.13,~,소보,대구(구 143),36.2763,128.4665,68.29,,,,
847,1995.02.03,2015.07.13,소보,구미기상대(279),36.2763,128.4665,68.29,,,,
848,2017.08.25,~,청도금천,대구(구 143),35.6792,128.8953,102.9,,,,
848,2016.08.01,2017.08.25,청도금천,대구(구 143),35.6791,128.8953,104,,,,
848,2011.12.09,2016.08.01,금천,대구(구 143),35.6791,128.8953,104,,,,
848,1994.12.22,2011.12.09,금천,대구(구 143),35.687,128.8922,99.9,,,,
849,2015.07.13,~,지보,대구(구 143),36.5468,128.387,80,,,,
849,2013.11.07,2015.07.13,지보,상주기상대(137),36.5468,128.387,80,,,,
849,1994.12.13,2013.11.05,풍양,상주기상대(137),36.5106,128.299,82.6,,,,
850,2011.12.16,~,감포,포항기상대(138),35.7846,129.4906,2.7,,,,
850,2000.03.03,2011.12.16,감포,포항기상대(138),35.8071,129.5012,25.18,,,,
850,2000.03.01,2000.03.03,감포,포항기상대(138),35.800,129.500,25,,,,
850,1994.12.15,2000.03.01,송대말,포항기상대(138),35.830,129.510,12,,,,
851,2015.07.13,~,소곡,안동기상대(136),37.0514,129.3521,75.15,,,,
851,2010.08.02,2015.07.13,소곡,울진기상대(130),37.0514,129.3521,75.15,,,,
851,2005.06.03,2010.08.01,하당,울진기상대(130),37.0372,129.3239,71,,,,
851,1994.12.18,2005.06.03,덕구,울진기상대(130),37.070,129.260,121,,,,
852,2015.07.13,~,죽변,안동기상대(136),37.0606,129.4258,40.95,,,10.000,
852,2007.11.13,2015.07.13,죽변,울진기상대(130),37.0606,129.4258,40.95,,,10.000,
852,2004.11.06,2007.11.12,죽변,울진기상대(130),37.050,129.4167,36,,,,
852,1999.06.02,2004.11.06,죽변,울진기상대(130),37.050,129.4167,33,,,,
853,2004.11.02,~,팔공산,대구(구 143),36.0182,128.6215,571.61,,,,
853,1999.06.18,2004.11.02,팔공산,대구(구 143),36.000,128.6167,780,,,,
854,2013.12.05,~,삼동,울산기상대(152),35.4954,129.1337,160,,,,
854,2001.11.15,2013.12.05,삼동,울산기상대(152),35.5239,129.1596,60.67,,,,
855,2016.11.10,~,가파도,제주지방기상청(184),33.1733,126.2683,3.5,,,,
