세종,1.82
전남,1.47
제주,1.43
울산,1.42
경북,1.4
충남,1.4
충북,1.36
경남,1.36
전북,1.25
강원,1.24
경기,1.19
대전,1.19
대구,1.19
광주,1.17
인천,1.14
부산,1.1
서울,0.94
